0,87.750000
1,94.459999
2,97.692497
3,102.699997
4,108.812500
5,118.012497
6,132.612503
7,149.012497
8,160.035004
9,163.932495
10,162.994995
11,157.307495
12,145.949997
13,132.014999
14,121.732498
15,116.650002
16,112.290001
17,106.787498
18,96.877502
19,86.557503
20,91.175003
21,93.427498
22,94.925003
23,94.922501
24,96.417503
25,106.559998
26,123.849998
27,145.577499
28,157.352493
29,154.507507
30,137.990005
31,118.122498
32,102.315002
33,96.440002
34,100.275002
35,104.080002
36,102.102501
37,96.269997
38,90.730003
39,92.245003
40,92.002502
41,90.252502
42,86.282501
43,84.214996
44,89.364998
45,100.169998
46,125.070000
47,148.547501
48,141.567505
49,114.849998
50,97.882500
51,87.839996
52,86.117500
53,93.037498
54,99.320000
55,100.004997
56,96.199997
57,96.074997
58,89.459999
59,83.797501
60,75.662498
61,71.904999
62,83.169998
63,88.290001
64,93.135002
65,109.720001
66,145.182495
67,136.339996
68,104.889999
69,97.555000
70,90.522499
71,79.154999
72,74.070000
73,84.714996
74,90.760002
75,96.267502
76,100.367500
77,89.212502
78,85.117500
79,81.245003
80,75.707497
81,95.957497
82,96.120003
83,95.382500
84,104.302498
85,144.804993
86,134.100006
87,104.775002
88,105.339996
89,100.712502
90,85.047501
91,76.535004
92,86.345001
93,89.595001
94,101.565002
95,109.540001
96,101.964996
97,99.532501
98,104.855003
99,105.977501
100,110.332497
101,107.887497
102,98.285004
103,107.480003
104,146.007507
105,136.707504
106,109.727501
107,116.472504
108,114.992500
109,111.000000
110,109.927498
111,108.860001
112,109.434998
113,117.542503
114,119.427498
115,120.772499
116,121.927498
117,125.082497
118,127.650002
119,126.617500
120,118.432503
121,103.042503
122,113.389999
123,145.095001
124,139.277496
125,116.949997
126,125.699997
127,131.485001
128,132.460007
129,132.912506
130,132.482498
131,134.399994
132,134.755005
133,124.775002
134,131.647507
135,137.517502
136,141.122498
137,141.770004
138,137.725006
139,122.040001
140,106.432503
141,117.964996
142,145.024994
143,140.027496
144,121.440002
145,130.752502
146,145.304993
147,149.797501
148,150.884995
149,151.820007
150,150.127502
151,144.035004
152,125.330002
153,133.315002
154,141.542496
155,146.682495
156,146.970001
157,140.307495
158,120.724998
159,106.925003
160,123.997498
161,150.457504
162,144.544998
163,122.775002
164,128.267502
165,147.404999
166,156.074997
167,158.369995
168,158.554993
169,154.577499
170,144.934998
171,126.197502
172,135.262497
173,144.630005
174,150.832504
175,149.955002
176,138.990005
177,115.832497
178,108.220001
179,128.732498
180,155.682495
181,149.267502
182,124.489998
183,122.165001
184,145.172501
185,158.642502
186,162.302505
187,162.000000
188,155.732498
189,144.537506
190,124.894997
191,133.157501
192,142.315002
193,147.927505
194,143.895004
195,129.797501
196,108.065002
197,100.667503
198,114.464996
199,140.300003
200,131.502502
201,114.269997
202,117.652496
203,136.029999
204,152.524994
205,158.770004
206,159.160004
207,152.300003
208,139.912506
209,123.637497
210,129.442505
211,136.242493
212,139.339996
213,134.582504
214,125.172501
215,107.059998
216,91.900002
217,96.247498
218,110.550003
219,107.550003
220,101.785004
221,114.614998
222,136.925003
223,145.149994
224,149.192505
225,150.115005
226,144.067505
227,132.410004
228,120.675003
229,125.157501
230,128.854996
231,129.707504
232,126.627502
233,120.985001
234,112.474998
235,103.402496
236,106.492500
237,112.629997
238,115.707497
239,115.872498
240,124.032501
241,134.367493
242,138.279999
243,138.804993
244,139.154999
245,135.002502
246,125.977501
247,118.197502
248,121.214996
249,123.672501
250,120.922501
251,114.412498
252,108.464996
253,107.550003
254,109.217499
255,118.902496
256,123.129997
257,125.970001
258,123.477501
259,121.752502
260,121.544998
261,124.672501
262,129.324997
263,131.279999
264,129.777496
265,123.357498
266,117.847504
267,118.952499
268,120.989998
269,114.230003
270,101.337502
271,91.769997
272,94.292503
273,100.922501
274,111.970001
275,117.292503
276,117.892502
277,112.642502
278,108.167503
279,104.547501
280,110.839996
281,122.292503
282,128.647507
283,127.607498
284,122.970001
285,118.040001
286,116.660004
287,119.112503
288,113.779999
289,101.355003
290,85.412498
291,81.677498
292,91.264999
293,104.572502
294,109.855003
295,109.892502
296,102.642502
297,95.224998
298,95.394997
299,110.114998
300,122.860001
301,128.732498
302,125.519997
303,121.572502
304,116.247498
305,113.150002
306,116.377502
307,117.000000
308,112.129997
309,100.427498
310,93.352501
311,99.922501
312,113.894997
313,119.245003
314,119.875000
315,114.584999
316,108.782501
317,113.595001
318,124.349998
319,128.914993
320,127.517502
321,121.282501
322,118.722504
323,109.370003
324,108.692497
325,109.952499
326,113.004997
327,113.724998
328,111.662498
329,106.495003
330,107.245003
331,113.705002
332,117.089996
333,118.595001
334,119.629997
335,121.122498
336,125.977501
337,129.470001
338,128.052505
339,122.102501
340,115.830002
341,113.364998
342,101.222504
343,101.997498
344,103.072502
345,105.257500
346,108.907501
347,112.919998
348,114.430000
349,115.735001
350,116.337502
351,117.635002
352,120.805000
353,124.857498
354,127.462502
355,127.762497
356,126.007500
357,121.605003
358,114.019997
359,107.597504
360,105.637497
